id;name;geoid;geoname;value;datetime
10036;Generación medida Carbón;;;0.001;2025-08-25T21:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-26T04:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-26T11:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-26T17:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-27T00:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-27T07:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-27T13:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-27T20:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-28T03:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-28T10:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-28T16:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-28T23:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-29T06:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-29T13:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-29T20:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-30T02:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-30T09:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-30T16:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-30T22:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-31T05:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-31T12:00:00+02:00
10036;Generación medida Carbón;;;0.001;2025-08-31T19:00:00+02:00
